trade_date,eligible_rows,top_rows,missing_eligible,missing_top,largest_equal_prediction_group,cutoff_tie_group,cutoff_tie_selected,boundary_splits_tie
20230602,4581,458,400,398,370,1,1,False
20230605,4583,458,400,399,370,1,1,False
20230606,4599,459,400,400,370,1,1,False
20230607,4575,457,402,400,370,1,1,False
20230608,4612,461,404,402,371,1,1,False
20230609,4578,457,404,401,371,1,1,False
20230612,4585,458,405,401,373,1,1,False
20230613,4597,459,404,401,374,1,1,False
20230614,4596,459,406,404,373,1,1,False
20230615,4605,460,405,402,375,1,1,False
20230616,4590,459,406,404,375,1,1,False
20230619,4598,459,206,206,177,1,1,False
20230620,4612,461,206,205,175,1,1,False
20230621,4606,460,201,200,171,1,1,False
20230626,4601,460,203,202,172,1,1,False
20230627,4572,457,202,201,169,1,1,False
20230628,4607,460,196,196,166,1,1,False
20230629,4584,458,197,197,167,1,1,False
20230630,4589,458,194,193,164,1,1,False
20230703,4591,459,192,191,164,1,1,False
20230704,4589,458,192,191,162,1,1,False
20230705,4616,461,192,191,161,1,1,False
20230706,4610,461,191,191,160,1,1,False
20230707,4622,462,191,189,159,1,1,False
20230710,4607,460,189,189,158,1,1,False
20230711,4605,460,193,193,158,1,1,False
20230712,4614,461,192,192,154,1,1,False
20230713,4612,461,191,190,152,1,1,False
20230714,4609,460,189,189,153,1,1,False
20230717,4616,461,187,186,150,1,1,False
20230718,4628,462,187,187,151,1,1,False
20230719,4629,462,185,185,149,1,1,False
20230720,4621,462,185,184,148,1,1,False
20230721,4615,461,186,184,147,1,1,False
20230724,4623,462,184,184,148,1,1,False
20230725,4590,459,181,181,146,1,1,False
20230726,4604,460,180,179,146,1,1,False
20230727,4624,462,179,179,146,1,1,False
20230728,4602,460,179,179,145,1,1,False
20230731,4595,459,179,179,144,1,1,False
20230801,4611,461,178,177,143,1,1,False
20230802,4618,461,178,178,143,1,1,False
20230803,4623,462,175,175,142,1,1,False
20230804,4628,462,174,174,141,1,1,False
20230807,4616,461,174,174,141,1,1,False
20230808,4614,461,173,173,140,1,1,False
20230809,4622,462,171,171,138,1,1,False
20230810,4618,461,169,169,137,1,1,False
20230811,4624,462,169,168,136,1,1,False
20230814,4614,461,169,169,138,1,1,False
20230815,4612,461,168,168,137,1,1,False
20230816,4617,461,168,167,137,1,1,False
20230817,4606,460,168,167,137,1,1,False
20230818,4618,461,167,166,136,1,1,False
20230821,4613,461,166,166,137,1,1,False
20230822,4605,460,165,165,137,1,1,False
20230823,4615,461,162,162,135,1,1,False
20230824,4613,461,162,162,135,1,1,False
20230825,4627,462,164,162,137,1,1,False
20230828,4610,461,162,161,136,1,1,False
20230829,4573,457,162,162,138,1,1,False
20230830,4607,460,160,160,137,1,1,False
20230831,4615,461,161,160,137,1,1,False
20230901,4609,460,162,160,135,1,1,False
20230904,4593,459,161,161,138,1,1,False
20230905,4628,462,158,158,135,1,1,False
20230906,4615,461,157,157,139,1,1,False
20230907,4627,462,157,157,143,1,1,False
20230908,4609,460,158,157,144,1,1,False
20230911,4613,461,156,156,146,1,1,False
20230912,4615,461,155,155,145,1,1,False
20230913,4623,462,155,155,147,1,1,False
20230914,4619,461,156,156,149,1,1,False
20230915,4602,460,156,156,149,1,1,False
20230918,4599,459,155,155,148,1,1,False
20230919,4619,461,155,155,149,1,1,False
20230920,4612,461,154,154,148,1,1,False
20230921,4620,462,153,153,147,1,1,False
20230922,4616,461,153,152,148,1,1,False
20230925,4620,462,151,151,147,1,1,False
20230926,4616,461,152,151,147,1,1,False
20230927,4610,461,154,152,147,1,1,False
20230928,4603,460,154,153,148,1,1,False
20231009,4585,458,153,153,149,1,1,False
20231010,4602,460,153,151,149,1,1,False
20231011,4609,460,152,152,150,1,1,False
20231012,4614,461,151,151,150,1,1,False
20231013,4610,461,151,151,150,1,1,False
20231016,4588,458,150,150,149,1,1,False
20231017,4619,461,149,148,147,1,1,False
20231018,4609,460,149,149,147,1,1,False
20231019,4623,462,147,147,146,1,1,False
20231020,4609,460,146,146,145,1,1,False
20231023,4613,461,147,146,144,1,1,False
20231024,4581,458,146,146,145,1,1,False
20231025,4578,457,144,144,143,1,1,False
20231026,4601,460,145,144,143,1,1,False
20231027,4570,457,146,144,143,1,1,False
20231030,4578,457,145,145,143,1,1,False
20231031,4603,460,142,142,141,1,1,False
20231101,4607,460,141,140,139,1,1,False
20231102,4613,461,141,141,139,1,1,False
20231103,4604,460,142,139,138,1,1,False
20231106,4588,458,145,145,141,1,1,False
20231107,4591,459,142,142,140,1,1,False
20231108,4596,459,142,142,138,1,1,False
20231109,4615,461,142,141,137,1,1,False
20231110,4611,461,142,141,137,1,1,False
20231113,4602,460,140,140,138,1,1,False
20231114,4606,460,141,141,138,1,1,False
20231115,4590,459,143,141,139,1,1,False
20231116,4613,461,142,142,139,1,1,False
20231117,4600,460,143,142,139,1,1,False
20231120,4587,458,140,140,138,1,1,False
20231121,4594,459,139,138,137,1,1,False
20231122,4593,459,139,139,137,1,1,False
20231123,4603,460,139,138,137,1,1,False
20231124,4615,461,138,138,136,1,1,False
20231127,4608,460,137,136,136,1,1,False
20231128,4605,460,136,136,136,1,1,False
20231129,4615,461,136,135,135,1,1,False
20231130,4620,462,136,136,136,1,1,False
20231201,4597,459,136,135,135,1,1,False
20231204,4594,459,136,136,136,1,1,False
20231205,4610,461,136,135,135,1,1,False
20231206,4611,461,135,135,134,1,1,False
20231207,4609,460,137,137,134,1,1,False
20231208,4615,461,134,134,132,1,1,False
20231211,4610,461,135,134,132,1,1,False
20231212,4599,459,134,134,132,1,1,False
20231213,4613,461,133,132,131,1,1,False
20231214,4606,460,132,131,131,1,1,False
20231215,4602,460,133,132,130,1,1,False
20231218,4613,461,134,132,130,1,1,False
20231219,4618,461,134,134,131,1,1,False
20231220,4619,461,134,132,130,1,1,False
20231221,4612,461,132,131,129,1,1,False
20231222,4629,462,133,131,130,1,1,False
20231225,4610,461,133,131,127,1,1,False
20231226,4606,460,129,128,127,1,1,False
20231227,4612,461,129,128,125,1,1,False
20231228,4586,458,131,130,124,1,1,False
20231229,4579,457,128,127,124,1,1,False
